client_id,client_type,gender,age,age_group,country,region,acquisition_purpose,loan_applied,satisfaction_score,referral_channel,kmeans_cluster,cluster_label
C0566,Individual,F,25.5,<30,Usa,Oregon,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0567,Individual,F,72.7,70+,Russia,Saint Petersburg,Investment,Yes,2,Agency,1,First-Time / Loan Buyers
C0568,Individual,M,72.8,70+,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0569,Individual,F,54.5,50-60,Usa,California,Home,Yes,5,Client,1,First-Time / Loan Buyers
C0570,Individual,F,61.0,60-70,France,Occitanie,Home,Yes,5,Website,0,Global Investors
C0571,Individual,M,60.0,50-60,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0572,Individual,F,32.6,30-40,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C0573,Company,M,49.2,40-50,Usa,Georgia,Home,Yes,4,Agency,3,Luxury / High-Satisfaction
C0574,Individual,M,57.8,50-60,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0575,Individual,M,60.4,60-70,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C0576,Individual,M,67.3,60-70,Germany,Hamburg,Home,No,1,Client,0,Global Investors
C0577,Individual,M,37.1,30-40,Usa,Arizona,Home,No,3,Website,2,Corporate Buyers
C0578,Individual,F,26.9,<30,Usa,Arizona,Home,Yes,5,Client,1,First-Time / Loan Buyers
C0579,Individual,M,84.8,70+,Usa,Texas,Investment,No,3,Website,2,Corporate Buyers
C0580,Individual,F,77.6,70+,Usa,California,Home,Yes,2,Client,1,First-Time / Loan Buyers
C0581,Individual,F,68.5,60-70,Usa,California,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0582,Individual,F,86.4,70+,Usa,Washington,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0583,Individual,M,39.6,30-40,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0584,Individual,F,43.6,40-50,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0585,Individual,M,65.4,60-70,Usa,Colorado,Home,No,3,Agency,2,Corporate Buyers
C0586,Individual,M,49.0,40-50,Usa,California,Home,Yes,2,Client,1,First-Time / Loan Buyers
C0587,Individual,F,33.6,30-40,Usa,New York,Home,No,4,Website,2,Corporate Buyers
C0588,Individual,F,36.6,30-40,Usa,Florida,Home,No,2,Website,2,Corporate Buyers
C0589,Individual,M,79.7,70+,Usa,Texas,Investment,No,5,Client,2,Corporate Buyers
C0590,Individual,M,59.8,50-60,Uk,Scotland,Investment,No,2,Website,2,Corporate Buyers
C0591,Individual,F,57.8,50-60,Usa,Nevada,Home,No,1,Website,2,Corporate Buyers
C0592,Individual,M,54.3,50-60,Usa,Arizona,Investment,No,2,Client,2,Corporate Buyers
C0593,Individual,F,73.9,70+,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0594,Individual,F,83.9,70+,Usa,Utah,Home,No,1,Agency,2,Corporate Buyers
C0595,Individual,F,59.7,50-60,Usa,Utah,Home,No,3,Agency,2,Corporate Buyers
C0596,Individual,M,50.2,50-60,Usa,Nevada,Home,No,4,Agency,2,Corporate Buyers
C0597,Individual,M,40.3,40-50,Uk,Northern Ireland,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0598,Individual,M,77.0,70+,Usa,Colorado,Investment,No,4,Website,2,Corporate Buyers
C0599,Individual,F,28.3,<30,Canada,Alberta,Home,No,2,Agency,0,Global Investors
C0600,Individual,M,42.3,40-50,Usa,Oregon,Investment,No,1,Client,2,Corporate Buyers
C0601,Individual,F,53.7,50-60,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0602,Individual,M,42.2,40-50,Germany,Bavaria,Home,No,4,Agency,0,Global Investors
C0603,Individual,F,32.4,30-40,Usa,New York,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0604,Individual,F,27.8,<30,Belgium,Wallonia,Home,No,1,Agency,0,Global Investors
C0605,Individual,M,52.0,50-60,Usa,Utah,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0606,Individual,F,76.5,70+,France,Ile-De-France,Investment,No,1,Website,0,Global Investors
C0607,Individual,M,63.8,60-70,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0608,Individual,M,70.0,60-70,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0609,Individual,F,65.1,60-70,Usa,Washington,Home,No,4,Agency,2,Corporate Buyers
C0610,Individual,F,56.1,50-60,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0611,Individual,M,75.5,70+,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0612,Individual,M,66.4,60-70,Usa,Florida,Home,No,4,Agency,2,Corporate Buyers
C0613,Individual,F,30.7,30-40,Australia,Victoria,Home,No,4,Agency,0,Global Investors
C0614,Individual,M,54.4,50-60,Uk,Wales,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0615,Individual,M,69.4,60-70,Usa,Utah,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0616,Individual,F,63.2,60-70,Usa,Virginia,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0617,Individual,F,39.7,30-40,Usa,Ohio,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0618,Individual,M,58.1,50-60,Usa,Texas,Home,No,3,Agency,2,Corporate Buyers
C0619,Individual,F,56.2,50-60,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C0620,Individual,F,66.2,60-70,France,Brittany,Home,No,3,Website,0,Global Investors
C0621,Individual,M,44.3,40-50,Germany,Bavaria,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0622,Individual,F,38.7,30-40,Usa,Washington,Investment,No,2,Client,2,Corporate Buyers
C0623,Individual,M,40.1,40-50,Usa,Florida,Investment,Yes,3,Client,1,First-Time / Loan Buyers
C0624,Individual,M,25.8,<30,Usa,Nevada,Investment,No,3,Agency,2,Corporate Buyers
C0625,Individual,F,42.9,40-50,Belgium,Flanders,Investment,Yes,2,Agency,0,Global Investors
C0626,Individual,F,58.0,50-60,Germany,Hamburg,Investment,No,2,Website,0,Global Investors
C0627,Individual,F,25.6,<30,Usa,Arizona,Home,No,3,Agency,2,Corporate Buyers
C0628,Individual,M,41.1,40-50,Canada,British Columbia,Home,Yes,3,Agency,0,Global Investors
C0629,Individual,F,79.9,70+,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C0630,Individual,M,60.9,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0631,Individual,F,59.5,50-60,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0632,Individual,M,78.1,70+,Uk,Northern Ireland,Home,No,4,Website,2,Corporate Buyers
C0633,Individual,F,85.1,70+,Usa,Nevada,Home,No,3,Agency,2,Corporate Buyers
C0634,Individual,M,45.6,40-50,Usa,Washington,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0635,Individual,F,66.0,60-70,Uk,Scotland,Investment,No,5,Website,2,Corporate Buyers
C0636,Individual,F,45.6,40-50,France,Brittany,Home,No,5,Website,0,Global Investors
C0637,Individual,F,58.8,50-60,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0638,Individual,M,51.4,50-60,Usa,Ohio,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0639,Individual,M,65.3,60-70,Uk,Scotland,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0640,Individual,F,59.3,50-60,Usa,Utah,Home,No,3,Agency,2,Corporate Buyers
C0641,Company,M,32.3,30-40,Usa,Arizona,Home,No,2,Agency,3,Luxury / High-Satisfaction
C0642,Individual,F,58.6,50-60,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0643,Individual,F,52.1,50-60,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0644,Individual,F,69.8,60-70,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0645,Individual,M,37.9,30-40,Usa,Nevada,Home,No,2,Client,2,Corporate Buyers
C0646,Individual,F,30.9,30-40,Usa,Arizona,Investment,No,5,Agency,2,Corporate Buyers
C0647,Individual,F,80.4,70+,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0648,Individual,F,27.3,<30,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0649,Individual,F,31.3,30-40,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C0650,Company,M,50.3,50-60,France,Occitanie,Home,Yes,3,Client,3,Luxury / High-Satisfaction
C0651,Company,M,33.4,30-40,Usa,Washington,Home,No,1,Agency,3,Luxury / High-Satisfaction
C0652,Individual,F,32.5,30-40,Usa,Washington,Home,No,2,Website,2,Corporate Buyers
C0653,Individual,M,55.9,50-60,Usa,Ohio,Home,No,2,Client,2,Corporate Buyers
C0654,Individual,M,66.1,60-70,Usa,New York,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0655,Individual,F,76.1,70+,Usa,Nevada,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0656,Individual,F,49.4,40-50,Usa,Colorado,Home,No,5,Client,2,Corporate Buyers
C0657,Individual,M,69.7,60-70,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0658,Individual,F,26.5,<30,Usa,Virginia,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0659,Individual,F,37.7,30-40,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0660,Individual,M,34.9,30-40,Usa,Arizona,Home,Yes,4,Client,1,First-Time / Loan Buyers
C0661,Individual,F,65.0,60-70,Canada,Manitoba,Home,No,3,Website,0,Global Investors
C0662,Individual,F,68.8,60-70,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C0663,Individual,M,68.4,60-70,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0664,Individual,M,67.8,60-70,Canada,Alberta,Investment,Yes,5,Website,0,Global Investors
C0665,Individual,M,66.8,60-70,Usa,Colorado,Investment,No,1,Agency,2,Corporate Buyers
C0666,Individual,F,77.7,70+,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C0667,Individual,M,60.0,50-60,Usa,Arizona,Investment,No,2,Agency,2,Corporate Buyers
C0668,Individual,F,47.6,40-50,France,Ile-De-France,Investment,Yes,4,Website,0,Global Investors
C0669,Individual,F,68.3,60-70,Canada,British Columbia,Home,No,3,Agency,0,Global Investors
C0670,Company,M,50.0,40-50,Usa,Nevada,Investment,No,4,Website,3,Luxury / High-Satisfaction
C0671,Individual,M,84.5,70+,Usa,Colorado,Home,Yes,4,Client,1,First-Time / Loan Buyers
C0672,Individual,F,59.3,50-60,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0673,Individual,F,60.7,60-70,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0674,Individual,F,40.1,40-50,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0675,Individual,F,56.5,50-60,Usa,Texas,Home,No,5,Website,2,Corporate Buyers
C0676,Individual,F,84.0,70+,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C0677,Individual,M,44.8,40-50,Usa,Arizona,Investment,No,2,Agency,2,Corporate Buyers
C0678,Individual,M,53.7,50-60,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0679,Individual,F,61.5,60-70,Usa,Nevada,Home,No,1,Agency,2,Corporate Buyers
C0680,Individual,M,61.2,60-70,Usa,Utah,Investment,No,2,Agency,2,Corporate Buyers
C0681,Company,F,49.1,40-50,Usa,California,Home,No,3,Agency,3,Luxury / High-Satisfaction
C0682,Individual,M,53.0,50-60,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0683,Individual,M,77.8,70+,Usa,Colorado,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0684,Individual,M,40.7,40-50,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0685,Individual,F,39.2,30-40,Usa,Washington,Home,No,5,Agency,2,Corporate Buyers
C0686,Individual,M,62.6,60-70,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0687,Individual,F,67.5,60-70,Usa,Utah,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0688,Individual,F,57.5,50-60,Usa,Colorado,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0689,Individual,F,28.2,<30,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0690,Individual,F,40.8,40-50,Usa,Oregon,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0691,Individual,M,82.9,70+,Usa,California,Investment,No,4,Agency,2,Corporate Buyers
C0692,Individual,M,62.3,60-70,Usa,Georgia,Investment,No,3,Agency,2,Corporate Buyers
C0693,Individual,M,69.1,60-70,Usa,California,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0694,Company,M,36.9,30-40,Uk,Scotland,Investment,No,2,Website,3,Luxury / High-Satisfaction
C0695,Individual,M,79.2,70+,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C0696,Individual,F,32.3,30-40,Usa,Washington,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0697,Individual,M,39.6,30-40,Usa,California,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0698,Individual,F,79.9,70+,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0699,Individual,M,39.5,30-40,Usa,Washington,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C0700,Individual,F,82.2,70+,Usa,Washington,Home,No,5,Website,2,Corporate Buyers
C0701,Individual,F,63.8,60-70,Uk,England,Investment,No,1,Website,2,Corporate Buyers
C0702,Individual,M,59.9,50-60,Usa,Arizona,Home,No,5,Agency,2,Corporate Buyers
C0703,Company,M,42.1,40-50,Usa,Colorado,Home,No,3,Website,3,Luxury / High-Satisfaction
C0704,Individual,F,84.4,70+,Usa,Georgia,Home,No,4,Agency,2,Corporate Buyers
C0705,Individual,M,85.5,70+,Usa,Nevada,Home,No,3,Website,2,Corporate Buyers
C0706,Individual,M,42.0,40-50,Uk,England,Investment,No,2,Client,2,Corporate Buyers
C0707,Individual,M,30.7,30-40,Usa,Virginia,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0708,Individual,M,61.6,60-70,Usa,California,Home,No,2,Client,2,Corporate Buyers
C0709,Individual,F,43.6,40-50,Usa,Georgia,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0710,Individual,M,79.8,70+,Usa,Oregon,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C0711,Individual,F,30.7,30-40,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C0712,Individual,M,35.4,30-40,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C0713,Individual,F,29.3,<30,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C0714,Individual,M,49.5,40-50,Russia,Saint Petersburg,Home,No,3,Website,2,Corporate Buyers
C0715,Individual,F,43.9,40-50,Usa,Utah,Home,No,3,Website,2,Corporate Buyers
C0716,Individual,M,31.7,30-40,Uk,Northern Ireland,Home,No,1,Client,2,Corporate Buyers
C0717,Individual,F,80.0,70+,Usa,Arizona,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0718,Individual,F,81.7,70+,France,Ile-De-France,Home,Yes,2,Website,0,Global Investors
C0719,Individual,M,52.0,50-60,Usa,California,Investment,Yes,2,Agency,1,First-Time / Loan Buyers
C0720,Individual,F,45.1,40-50,Usa,California,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C0721,Individual,F,27.3,<30,Usa,Florida,Home,No,4,Website,2,Corporate Buyers
C0722,Individual,F,82.8,70+,Usa,Texas,Home,No,1,Website,2,Corporate Buyers
C0723,Individual,F,27.2,<30,Germany,North Rhine-Westphalia,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0724,Individual,M,65.7,60-70,Usa,Arizona,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0725,Individual,F,43.0,40-50,Usa,New York,Home,No,3,Website,2,Corporate Buyers
C0726,Individual,F,49.4,40-50,Usa,Georgia,Home,No,4,Website,2,Corporate Buyers
C0727,Individual,M,84.8,70+,Usa,California,Investment,Yes,3,Client,1,First-Time / Loan Buyers
C0728,Individual,M,54.9,50-60,Usa,California,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C0729,Individual,M,82.5,70+,Usa,Washington,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C0730,Individual,M,38.1,30-40,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C0731,Individual,M,25.7,<30,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C0732,Individual,M,41.3,40-50,Usa,Oregon,Home,No,5,Website,2,Corporate Buyers
C0733,Individual,F,50.5,50-60,Usa,Nevada,Home,No,5,Agency,2,Corporate Buyers
C0734,Individual,F,45.0,40-50,Usa,Virginia,Investment,Yes,5,Client,1,First-Time / Loan Buyers
C0735,Individual,M,31.9,30-40,Germany,Hesse,Investment,No,4,Website,0,Global Investors
C0736,Individual,M,84.0,70+,Usa,Utah,Investment,No,3,Agency,2,Corporate Buyers
C0737,Individual,M,47.8,40-50,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C0738,Individual,M,45.7,40-50,Usa,Texas,Home,No,5,Website,2,Corporate Buyers
C0739,Individual,M,61.3,60-70,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C0740,Individual,F,59.5,50-60,Usa,Utah,Investment,No,1,Client,2,Corporate Buyers
C0741,Individual,F,63.9,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0742,Individual,M,45.8,40-50,Uk,Wales,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0743,Individual,M,53.8,50-60,Usa,Oregon,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0744,Individual,F,75.6,70+,Usa,Virginia,Home,No,1,Website,2,Corporate Buyers
C0745,Individual,F,29.0,<30,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C0746,Individual,M,69.7,60-70,Uk,Scotland,Home,No,4,Website,2,Corporate Buyers
C0747,Individual,M,34.2,30-40,Usa,Florida,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0748,Company,F,52.3,50-60,Usa,California,Home,Yes,1,Client,3,Luxury / High-Satisfaction
C0749,Individual,F,33.6,30-40,Usa,New York,Home,No,5,Agency,2,Corporate Buyers
C0750,Individual,F,50.0,40-50,Usa,Nevada,Investment,No,1,Agency,2,Corporate Buyers
C0751,Individual,M,51.7,50-60,Usa,California,Home,No,5,Client,2,Corporate Buyers
C0752,Individual,F,71.5,70+,Belgium,Brussels,Investment,No,3,Agency,0,Global Investors
C0753,Individual,M,65.5,60-70,Germany,Hamburg,Home,No,5,Website,0,Global Investors
C0754,Individual,F,55.8,50-60,Usa,Arizona,Investment,No,3,Website,2,Corporate Buyers
C0755,Company,F,58.5,50-60,Usa,California,Home,No,5,Website,3,Luxury / High-Satisfaction
C0756,Individual,F,63.3,60-70,Usa,Utah,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0757,Individual,M,80.1,70+,Usa,Oregon,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0758,Individual,M,67.9,60-70,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C0759,Individual,M,34.6,30-40,Usa,Florida,Home,No,4,Website,2,Corporate Buyers
C0760,Individual,F,61.5,60-70,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C0761,Individual,F,44.8,40-50,Belgium,Flanders,Home,No,2,Agency,0,Global Investors
C0762,Individual,F,59.0,50-60,Usa,Ohio,Home,No,4,Website,2,Corporate Buyers
C0763,Company,F,54.9,50-60,Usa,Georgia,Home,No,3,Agency,3,Luxury / High-Satisfaction
C0764,Individual,F,43.4,40-50,Uk,Northern Ireland,Investment,No,4,Client,2,Corporate Buyers
C0765,Individual,M,59.0,50-60,France,Brittany,Home,No,3,Website,0,Global Investors
C0766,Individual,M,31.8,30-40,Germany,North Rhine-Westphalia,Home,Yes,3,Client,1,First-Time / Loan Buyers
C0767,Individual,M,65.4,60-70,Canada,British Columbia,Investment,No,2,Agency,0,Global Investors
C0768,Individual,M,33.9,30-40,Denmark,Southern Denmark,Investment,Yes,5,Website,0,Global Investors
C0769,Individual,F,68.3,60-70,Usa,Ohio,Home,No,4,Agency,2,Corporate Buyers
C0770,Individual,F,75.4,70+,Russia,Krasnodar Krai,Home,No,4,Website,2,Corporate Buyers
C0771,Company,M,42.0,40-50,Usa,California,Home,No,1,Website,3,Luxury / High-Satisfaction
C0772,Individual,M,34.7,30-40,Usa,California,Investment,No,1,Client,2,Corporate Buyers
C0773,Individual,M,61.5,60-70,Russia,Saint Petersburg,Home,No,1,Website,2,Corporate Buyers
C0774,Individual,M,43.2,40-50,Usa,Georgia,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0775,Individual,F,50.5,50-60,Usa,Arizona,Home,No,1,Agency,2,Corporate Buyers
C0776,Individual,F,60.0,50-60,Germany,Bavaria,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0777,Company,M,44.1,40-50,Usa,Arizona,Home,No,1,Client,3,Luxury / High-Satisfaction
C0778,Individual,M,27.9,<30,Usa,California,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C0779,Individual,F,73.2,70+,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0780,Individual,F,78.9,70+,Usa,California,Home,No,3,Website,2,Corporate Buyers
C0781,Individual,M,85.6,70+,Usa,California,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0782,Individual,M,55.7,50-60,Usa,Utah,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C0783,Individual,F,65.2,60-70,Canada,Alberta,Home,Yes,1,Agency,0,Global Investors
C0784,Individual,M,53.0,50-60,Mexico,Baja California,Investment,No,4,Website,2,Corporate Buyers
C0785,Company,F,55.2,50-60,Usa,California,Home,No,2,Website,3,Luxury / High-Satisfaction
C0786,Individual,F,43.2,40-50,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C0787,Individual,M,75.6,70+,Usa,Washington,Home,No,1,Website,2,Corporate Buyers
C0788,Individual,M,82.1,70+,France,Brittany,Investment,No,4,Website,0,Global Investors
C0789,Individual,F,52.2,50-60,Canada,Ontario,Investment,No,1,Website,0,Global Investors
C0790,Individual,M,52.4,50-60,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0791,Individual,M,43.4,40-50,Usa,Texas,Home,No,4,Website,2,Corporate Buyers
C0792,Individual,M,44.2,40-50,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0793,Individual,M,56.8,50-60,Usa,New York,Home,No,4,Agency,2,Corporate Buyers
C0794,Individual,M,75.4,70+,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0795,Individual,M,57.4,50-60,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0796,Individual,F,43.2,40-50,Usa,California,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0797,Individual,F,36.0,30-40,Usa,Oregon,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0798,Company,M,60.7,60-70,Usa,Nevada,Home,Yes,4,Agency,3,Luxury / High-Satisfaction
C0799,Individual,F,71.9,70+,Usa,California,Home,No,4,Website,2,Corporate Buyers
C0800,Individual,M,52.5,50-60,Usa,Virginia,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C0801,Individual,F,57.2,50-60,Usa,Washington,Home,Yes,4,Website,1,First-Time / Loan Buyers
C0802,Individual,M,55.6,50-60,Usa,Virginia,Home,No,5,Agency,2,Corporate Buyers
C0803,Individual,F,80.5,70+,Usa,Texas,Home,No,4,Agency,2,Corporate Buyers
C0804,Individual,M,59.4,50-60,Usa,Washington,Home,No,5,Agency,2,Corporate Buyers
C0805,Individual,M,73.4,70+,Germany,Berlin,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0806,Individual,M,36.6,30-40,France,Ile-De-France,Home,No,5,Client,0,Global Investors
C0807,Individual,F,32.6,30-40,Mexico,Mexico City,Investment,No,5,Website,2,Corporate Buyers
C0808,Individual,M,83.1,70+,Germany,Berlin,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0809,Individual,F,59.3,50-60,France,Occitanie,Home,Yes,5,Agency,0,Global Investors
C0810,Individual,M,31.3,30-40,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C0811,Individual,M,81.2,70+,Uk,Wales,Home,No,3,Agency,2,Corporate Buyers
C0812,Individual,M,51.8,50-60,Uk,Northern Ireland,Home,Yes,3,Website,1,First-Time / Loan Buyers
C0813,Individual,M,51.7,50-60,Uk,Scotland,Investment,No,3,Agency,2,Corporate Buyers
C0814,Individual,F,62.2,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0815,Company,F,60.6,60-70,Usa,Nevada,Home,Yes,4,Agency,3,Luxury / High-Satisfaction
C0816,Individual,F,78.5,70+,Germany,Hamburg,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0817,Individual,F,54.1,50-60,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C0818,Company,F,34.8,30-40,Usa,Colorado,Home,No,2,Website,3,Luxury / High-Satisfaction
C0819,Individual,M,75.3,70+,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0820,Individual,F,85.7,70+,Usa,Texas,Investment,No,4,Agency,2,Corporate Buyers
C0821,Individual,F,68.8,60-70,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0822,Individual,F,67.2,60-70,Usa,California,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0823,Individual,F,51.2,50-60,Usa,Oregon,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C0824,Individual,M,50.0,40-50,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C0825,Individual,F,44.2,40-50,Mexico,Nuevo Leon,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C0826,Individual,M,55.8,50-60,Usa,Ohio,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0827,Individual,F,60.8,60-70,Usa,Washington,Home,Yes,2,Website,1,First-Time / Loan Buyers
C0828,Individual,F,78.7,70+,Usa,Arizona,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C0829,Individual,M,65.6,60-70,Usa,Utah,Investment,No,3,Website,2,Corporate Buyers
C0830,Individual,M,74.1,70+,Usa,Oregon,Investment,No,3,Agency,2,Corporate Buyers
C0831,Individual,F,48.7,40-50,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0832,Individual,F,36.4,30-40,Usa,Nevada,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C0833,Individual,M,74.6,70+,Denmark,Southern Denmark,Home,No,5,Website,0,Global Investors
C0834,Individual,F,68.5,60-70,Usa,California,Home,No,5,Website,2,Corporate Buyers
C0835,Individual,F,52.0,50-60,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C0836,Individual,M,84.4,70+,Usa,Ohio,Home,No,4,Website,2,Corporate Buyers
C0837,Individual,M,59.0,50-60,France,Brittany,Home,No,1,Website,0,Global Investors
C0838,Individual,M,34.2,30-40,Usa,Nevada,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C0839,Individual,F,32.4,30-40,Uk,England,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C0840,Individual,F,44.6,40-50,Belgium,Brussels,Home,No,1,Website,0,Global Investors
C0841,Individual,M,27.4,<30,Belgium,Wallonia,Home,No,5,Website,0,Global Investors
C0842,Individual,M,30.3,30-40,Usa,Washington,Home,Yes,5,Client,1,First-Time / Loan Buyers
C0843,Individual,F,25.5,<30,Usa,Georgia,Home,No,4,Agency,2,Corporate Buyers
C0844,Individual,F,79.0,70+,Usa,California,Home,No,2,Website,2,Corporate Buyers
C0845,Individual,F,32.8,30-40,Usa,Washington,Home,No,3,Client,2,Corporate Buyers
C0846,Individual,F,50.1,50-60,Canada,Quebec,Investment,No,3,Agency,0,Global Investors
